f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,target
0.8543689,0.22906403,0.033163264,0.25,0.3409091,0.32142857,0.32142857,1.0,0.02173913,0.26548672,0.35714287,0.34862384,0.060606062,0.12,0.12,0.3153527,0.0020833334,0.2682927,0.3125,0.33333334,0.7706422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.88349515,0.2093596,0.033163264,0.21428572,0.38636363,0.32142857,0.32142857,0.96330273,0.90217394,0.24778761,0.35714287,0.6972477,0.060606062,0.18666667,0.18666667,0.0746888,0.2,0.2682927,0.34375,0.037037037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.7281553,0.158867,0.030612245,0.17602041,0.36363637,0.35714287,0.32142857,0.8440367,0.33695653,0.34513274,0.39285713,0.23853211,0.060606062,0.14666666,0.13333334,0.21991701,0.16458334,0.31707317,0.34375,0.33333334,0.6972477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.63106793,0.21059114,0.028061224,0.11989796,0.4431818,0.35714287,0.35714287,1.0,0.02173913,0.36283186,0.4642857,0.33944955,0.27272728,0.18666667,0.18666667,0.2780083,0.175,0.6097561,0.375,0.4814815,0.8715596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7281553,0.06773399,0.038265307,0.08928572,0.2159091,0.32142857,0.32142857,1.0,0.02173913,0.16814159,0.35714287,0.72477067,0.27272728,0.16,0.16,0.4273859,0.14166667,0.2682927,0.375,0.37037036,0.8440367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.776699,0.24507388,0.040816326,0.23979592,0.36363637,0.32142857,0.32142857,0.96330273,0.1521739,0.28318584,0.42857143,0.28440368,0.27272728,0.12,0.12,0.16597511,0.0020833334,0.34146342,0.3125,0.33333334,0.6330275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.78640777,0.28325123,0.05102041,0.2372449,0.35227272,0.42857143,0.39285713,0.82568806,0.59782606,0.30973452,0.35714287,0.29357797,0.27272728,0.12,0.12,0.16182573,0.0020833334,0.34146342,0.3125,0.33333334,0.72477067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.7669903,0.4039409,0.06887755,0.43112245,0.17045455,0.35714287,0.32142857,0.8715596,0.17391305,0.14159292,0.32142857,0.73394495,0.4848485,0.12,0.12,0.10373444,0.0020833334,0.24390244,0.3125,0.33333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.70873785,0.1958128,0.04336735,0.14540817,0.36363637,0.32142857,0.32142857,0.96330273,0.3478261,0.28318584,0.39285713,0.64220184,0.27272728,0.14666666,0.14666666,0.30705395,0.21875,0.2682927,0.46875,0.37037036,0.7522936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.80582523,0.3448276,0.033163264,0.18877551,0.4659091,0.32142857,0.32142857,1.0,0.02173913,0.37168142,0.60714287,0.24770643,0.27272728,0.13333334,0.13333334,0.112033196,0.0020833334,0.31707317,0.03125,0.37037036,0.26605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.80582523,0.21674877,0.05612245,0.22959183,0.20454545,0.35714287,0.35714287,0.9082569,0.6956522,0.16814159,0.32142857,0.5412844,0.3030303,0.16,0.16,0.2821577,0.19375,0.24390244,0.34375,0.37037036,0.7706422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6796116,0.29679802,0.030612245,0.31887755,0.52272725,0.35714287,0.35714287,0.88990825,0.11956522,0.44247788,0.35714287,0.26605505,0.36363637,0.2,0.17333333,0.27385893,0.104166664,0.5365854,0.34375,0.5185185,0.80733943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.66019416,0.12315271,0.05867347,0.114795916,0.2159091,0.4642857,0.4642857,0.8348624,0.33695653,0.17699115,0.32142857,0.58715594,0.27272728,0.14666666,0.14666666,0.25726143,0.15416667,0.29268292,0.4375,0.33333334,0.89908254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.7184466,0.5110837,0.025510205,0.20663266,0.4431818,0.35714287,0.35714287,1.0,0.02173913,0.43362832,0.5,0.5229358,0.33333334,0.14666666,0.14666666,0.23236515,0.15416667,0.36585367,0.4375,0.33333334,0.80733943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.70873785,0.2413793,0.06377551,0.23979592,0.2840909,0.32142857,0.32142857,0.79816514,0.14130434,0.23893805,0.32142857,0.23853211,0.27272728,0.12,0.12,0.25311205,0.0020833334,0.36585367,0.3125,0.4074074,0.66972476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.79611653,0.23399015,0.04336735,0.20408164,0.38636363,0.32142857,0.32142857,1.0,0.02173913,0.30088496,0.4642857,0.5963303,0.27272728,0.12,0.12,0.22406639,0.17708333,0.36585367,0.46875,0.37037036,0.8715596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.815534,0.29187194,0.05612245,0.2244898,0.29545453,0.39285713,0.35714287,0.8715596,0.33695653,0.26548672,0.32142857,0.34862384,0.3939394,0.13333334,0.13333334,0.066390045,0.0020833334,0.2682927,0.3125,0.33333334,0.6055046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.815534,0.2536946,0.025510205,0.25510204,0.4431818,0.32142857,0.32142857,1.0,0.02173913,0.3539823,0.39285713,0.32110092,0.3030303,0.13333334,0.13333334,0.19087137,0.16666667,0.34146342,0.375,0.4074074,0.66972476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.8737864,0.24507388,0.06632653,0.2372449,0.2159091,0.32142857,0.32142857,0.7706422,0.36956522,0.38938054,0.32142857,0.5412844,0.060606062,0.13333334,0.13333334,0.05394191,0.17708333,0.2682927,0.34375,0.33333334,0.6972477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9029126,0.22290641,0.030612245,0.30357143,0.42045453,0.32142857,0.32142857,1.0,0.02173913,0.15044248,0.42857143,0.42201835,0.54545456,0.12,0.12,0.13278009,0.16458334,0.41463414,0.375,0.33333334,0.8715596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.78640777,0.24384236,0.05102041,0.25510204,0.6136364,0.35714287,0.35714287,0.98165137,0.18478261,0.5575221,0.35714287,0.6146789,0.33333334,0.16,0.16,0.0373444,0.09375,0.24390244,0.375,0.33333334,0.3853211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.79611653,0.25123152,0.025510205,0.21938775,0.4318182,0.35714287,0.35714287,0.94495416,0.54347825,0.38053098,0.5714286,0.51376146,0.5151515,0.12,0.12,0.15352698,0.225,0.3902439,0.375,0.37037036,0.78899086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.9126214,0.4051724,0.045918368,0.22959183,0.4090909,0.32142857,0.32142857,1.0,0.02173913,0.36283186,0.39285713,0.51376146,0.5151515,0.12,0.12,0.05394191,0.0020833334,0.24390244,0.375,0.33333334,0.41284403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.8543689,0.22906403,0.028061224,0.19642857,0.3068182,0.32142857,0.32142857,1.0,0.02173913,0.24778761,0.39285713,0.42201835,0.3939394,0.13333334,0.13333334,0.09128631,0.22291666,0.2682927,0.375,0.33333334,0.5963303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.75728154,0.0591133,0.033163264,0.08163265,0.18181819,0.35714287,0.32142857,0.88990825,0.25,0.15044248,0.39285713,0.20183486,0.27272728,0.22666667,0.22666667,0.11618257,0.0020833334,0.29268292,0.03125,0.33333334,0.5412844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.74757284,0.24384236,0.028061224,0.16071428,0.3181818,0.32142857,0.32142857,1.0,0.02173913,0.25663716,0.42857143,0.26605505,0.3030303,0.18666667,0.18666667,0.16597511,0.0875,0.41463414,0.34375,0.37037036,0.78899086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.79611653,0.24507388,0.04336735,0.3112245,0.4090909,0.32142857,0.32142857,1.0,0.02173913,0.34513274,0.35714287,0.29357797,0.4848485,0.12,0.12,0.2033195,0.18125,0.4390244,0.375,0.37037036,0.70642203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7378641,0.16256158,0.04336735,0.15816326,0.29545453,0.32142857,0.32142857,0.94495416,0.010869565,0.23893805,0.39285713,0.44036698,0.060606062,0.13333334,0.13333334,0.25726143,0.1,0.36585367,0.375,0.4074074,0.8348624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.8446602,0.43103448,0.048469387,0.2627551,0.48863637,0.32142857,0.32142857,1.0,0.02173913,0.30973452,0.39285713,0.48623854,0.27272728,0.16,0.16,0.112033196,0.1375,0.2682927,0.46875,0.33333334,0.66972476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.78640777,0.34359607,0.025510205,0.25510204,0.5,0.32142857,0.32142857,0.94495416,0.33695653,0.39823008,0.39285713,0.1559633,0.27272728,0.12,0.12,0.2033195,0.0020833334,0.4878049,0.3125,0.37037036,0.6055046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.88349515,0.3903941,0.04336735,0.3010204,0.53409094,0.32142857,0.32142857,1.0,0.02173913,0.46902654,0.39285713,0.5412844,0.36363637,0.13333334,0.13333334,0.041493777,0.19375,0.31707317,0.3125,0.37037036,0.43119267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.8543689,0.23275863,0.040816326,0.2755102,0.39772728,0.32142857,0.32142857,1.0,0.02173913,0.16814159,0.39285713,0.29357797,0.33333334,0.13333334,0.13333334,0.15352698,0.08958333,0.31707317,0.375,0.37037036,0.6146789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.78640777,0.3682266,0.022959184,0.1734694,0.3409091,0.39285713,0.39285713,0.9266055,0.38043478,0.30973452,0.5,0.40366971,0.27272728,0.25333333,0.24,0.045643155,0.18958333,0.31707317,0.46875,0.33333334,0.6146789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.63106793,0.070197046,0.038265307,0.0867347,0.18181819,0.32142857,0.32142857,0.5412844,0.11956522,0.15044248,0.35714287,0.3119266,0.27272728,0.12,0.12,0.34854773,0.22708334,0.29268292,0.3125,0.37037036,0.73394495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.7669903,0.24876848,0.028061224,0.16836734,0.35227272,0.32142857,0.32142857,1.0,0.02173913,0.28318584,0.39285713,0.28440368,0.8181818,0.12,0.12,0.25726143,0.18541667,0.36585367,0.40625,0.37037036,0.6605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.6893204,0.37438422,0.040816326,0.3392857,0.72727275,0.32142857,0.32142857,0.95412844,0.18478261,0.5840708,0.39285713,0.44036698,0.42424244,0.12,0.12,0.17012449,0.11875,0.36585367,0.40625,0.4074074,0.6055046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.74757284,0.17487685,0.048469387,0.19132653,0.25,0.32142857,0.32142857,0.86238533,0.097826086,0.19469027,0.35714287,0.7155963,0.27272728,0.12,0.12,0.15767635,0.175,0.24390244,0.3125,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.815534,0.21921182,0.06122449,0.24234694,0.35227272,0.32142857,0.32142857,1.0,0.02173913,0.28318584,0.32142857,0.44036698,0.27272728,0.12,0.12,0.22821577,0.17291667,0.2682927,0.40625,0.37037036,0.66972476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.78640777,0.13916256,0.05102041,0.15816326,0.22727273,0.32142857,0.32142857,0.9266055,0.1521739,0.19469027,0.35714287,0.43119267,0.27272728,0.13333334,0.13333334,0.19502075,0.19166666,0.24390244,0.375,0.33333334,0.8165138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.9223301,0.41009852,0.05102041,0.35969388,0.19318181,0.32142857,0.32142857,1.0,0.02173913,0.15044248,0.35714287,0.43119267,0.060606062,0.12,0.12,0.19917013,0.0020833334,0.24390244,0.03125,0.33333334,0.3853211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
