f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,target
0.844660223,0.411330044,0.0306122452,0.255102038,0.522727251,0.321428567,0.321428567,1,0.0217391308,0.415929198,0.428571433,0.229357794,0.272727281,0.13333334,0.13333334,0.248962656,0.168750003,0.341463417,0.375,0.407407403,0.715596318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.854368925,0.193349749,0.0306122452,0.173469394,0.5,0.321428567,0.321428567,1,0.0217391308,0.389380544,0.357142866,0.577981651,0.272727281,0.119999997,0.119999997,0.0373443998,0.00208333344,0.243902445,0.3125,0.333333343,0.284403682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.864077687,0.0738916248,0.0994897932,0.127551019,0.204545453,0.321428567,0.321428567,1,0.0217391308,0.159292042,0.321428567,0.38532111,0.515151501,0.119999997,0.119999997,0.112033196,0.00208333344,0.268292695,0.3125,0.370370358,0.633027494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.854368925,0.229064032,0.0357142873,0.18622449,0.340909094,0.321428567,0.321428567,0.963302732,0.206521735,0.28318584,0.357142866,0.798165143,0.272727281,0.119999997,0.119999997,0.0373443998,0.00208333344,0.219512194,0.3125,0.0370370373,0.541284382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.669902921,0.188423648,0.0459183678,0.145408168,0.420454532,0.357142866,0.357142866,0.972477078,0.336956531,0.345132738,0.392857134,0.38532111,0.0606060624,0.119999997,0.119999997,0.365145236,0.141666666,0.341463417,0.40625,0.481481493,0.669724762,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.660194159,0.178571433,0.0612244904,0.165816322,0.545454562,0.357142866,0.357142866,1,0.0217391308,0.451327443,0.321428567,0.192660555,0.272727281,0.119999997,0.119999997,0.236514524,0.00208333344,0.609756112,0.3125,0.703703701,0.623853207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.893203855,0.00123152707,0.0331632644,0.211734697,0.23863636,0.321428567,0.321428567,1,0.0217391308,0.221238941,0.428571433,0.366972476,0.0606060624,0.13333334,0.13333334,0.161825731,0.00208333344,0.268292695,0.3125,0.333333343,0.633027494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.650485456,0.173645318,0.0306122452,0.206632659,0.306818187,0.357142866,0.321428567,0.926605523,0.108695649,0.309734523,0.428571433,0.504587173,0.272727281,0.173333332,0.173333332,0.261410803,0.0979166701,0.268292695,0.375,0.0370370373,0.660550475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.883495152,0.304187179,0.0382653065,0.265306115,0.693181813,0.321428567,0.321428567,0.944954157,0.239130437,0.548672557,0.392857134,0.532110095,0.272727281,0.119999997,0.119999997,0.0373443998,0.162499994,0.268292695,0.375,0.333333343,0.431192666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.941747546,0.211822659,0.0510204099,0.244897962,0.204545453,0.321428567,0.321428567,0.908256888,0.0108695654,0.168141589,0.357142866,0.266055048,0.272727281,0.119999997,0.119999997,0.0456431545,0.00208333344,0.268292695,0.03125,0.333333343,0.449541271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.650485456,0.162561581,0.0306122452,0.153061226,0.352272719,0.357142866,0.321428567,0.844036698,0.119565219,0.28318584,0.464285702,0.201834857,0.0606060624,0.173333332,0.159999996,0.248962656,0.0854166672,0.439024389,0.34375,0.370370358,0.678899109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.640776694,0.161330044,0.048469387,0.293367356,0.23863636,0.321428567,0.321428567,0.541284382,0.184782609,0.17699115,0.392857134,0.467889905,0.272727281,0.173333332,0.173333332,0.32780084,0.202083334,0.341463417,0.3125,0.407407403,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.747572839,0.176108375,0.0306122452,0.137755096,0.420454532,0.357142866,0.321428567,0.944954157,0.641304374,0.3539823,0.571428597,0.495412856,0.272727281,0.159999996,0.159999996,0.13278009,0.214583337,0.317073166,0.375,0.370370358,0.614678919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.699029148,0.0886699483,0.0280612241,0.0918367356,0.13636364,0.321428567,0.321428567,0.770642221,0.326086968,0.115044251,0.357142866,0.541284382,0.272727281,0.13333334,0.13333334,0.124481328,0.00208333344,0.268292695,0.3125,0.370370358,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.747572839,0.283251226,0.0408163257,0.25,0.318181813,0.464285702,0.321428567,0.844036698,0.673913062,0.28318584,0.357142866,0.440366983,0.272727281,0.119999997,0.119999997,0.32780084,0.22708334,0.268292695,0.34375,0.407407403,0.449541271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.669902921,0.116995074,0.0382653065,0.140306115,0.284090906,0.321428567,0.321428567,0.944954157,0.565217376,0.221238941,0.464285702,0.660550475,0.272727281,0.13333334,0.13333334,0.352697104,0.21041666,0.317073166,0.4375,0.370370358,0.908256888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.864077687,0.222906411,0.0280612241,0.104591839,0.534090936,0.321428567,0.321428567,1,0.0217391308,0.424778759,0.821428597,0.38532111,0.272727281,0.50666666,0.50666666,0.0622406639,0.202083334,0.341463417,0.40625,0.333333343,0.431192666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.776699007,0.25,0.0306122452,0.316326529,0.261363626,0.392857134,0.357142866,0.944954157,0.141304344,0.221238941,0.357142866,0.366972476,0.0606060624,0.159999996,0.159999996,0.078838177,0.00208333344,0.243902445,0.03125,0.333333343,0.541284382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.718446612,0.0578817725,0.0586734712,0.0943877548,0.159090906,0.392857134,0.392857134,1,0.0217391308,0.123893805,0.321428567,0.449541271,0.272727281,0.146666661,0.146666661,0.448132783,0.102083333,0.243902445,0.34375,0.370370358,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.854368925,0.229064032,0.0331632644,0.25,0.340909094,0.321428567,0.321428567,1,0.0217391308,0.265486717,0.357142866,0.348623842,0.0606060624,0.119999997,0.119999997,0.315352708,0.00208333344,0.268292695,0.3125,0.333333343,0.770642221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.883495152,0.209359601,0.0331632644,0.214285716,0.386363626,0.321428567,0.321428567,0.963302732,0.902173936,0.24778761,0.357142866,0.697247684,0.0606060624,0.186666667,0.186666667,0.0746887997,0.200000003,0.268292695,0.34375,0.0370370373,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.728155315,0.158867002,0.0306122452,0.176020414,0.363636374,0.357142866,0.321428567,0.844036698,0.336956531,0.345132738,0.392857134,0.238532111,0.0606060624,0.146666661,0.13333334,0.219917014,0.16458334,0.317073166,0.34375,0.333333343,0.697247684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.631067932,0.210591137,0.0280612241,0.119897962,0.443181813,0.357142866,0.357142866,1,0.0217391308,0.362831861,0.464285702,0.339449555,0.272727281,0.186666667,0.186666667,0.278008312,0.174999997,0.609756112,0.375,0.481481493,0.87155962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.728155315,0.0677339882,0.0382653065,0.0892857164,0.215909094,0.321428567,0.321428567,1,0.0217391308,0.168141589,0.357142866,0.724770665,0.272727281,0.159999996,0.159999996,0.427385896,0.141666666,0.268292695,0.375,0.370370358,0.844036698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.776699007,0.245073885,0.0408163257,0.239795923,0.363636374,0.321428567,0.321428567,0.963302732,0.152173907,0.28318584,0.428571433,0.284403682,0.272727281,0.119999997,0.119999997,0.165975109,0.00208333344,0.341463417,0.3125,0.333333343,0.633027494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.786407769,0.283251226,0.0510204099,0.237244904,0.352272719,0.428571433,0.392857134,0.825688064,0.597826064,0.309734523,0.357142866,0.293577969,0.272727281,0.119999997,0.119999997,0.161825731,0.00208333344,0.341463417,0.3125,0.333333343,0.724770665,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.766990304,0.403940886,0.068877548,0.431122452,0.170454547,0.357142866,0.321428567,0.87155962,0.173913047,0.14159292,0.321428567,0.733944952,0.484848499,0.119999997,0.119999997,0.103734441,0.00208333344,0.243902445,0.3125,0.333333343,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.70873785,0.195812806,0.0433673486,0.145408168,0.363636374,0.321428567,0.321428567,0.963302732,0.347826093,0.28318584,0.392857134,0.642201841,0.272727281,0.146666661,0.146666661,0.307053953,0.21875,0.268292695,0.46875,0.370370358,0.752293587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.805825233,0.344827592,0.0331632644,0.18877551,0.465909094,0.321428567,0.321428567,1,0.0217391308,0.371681422,0.607142866,0.247706428,0.272727281,0.13333334,0.13333334,0.112033196,0.00208333344,0.317073166,0.03125,0.370370358,0.266055048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.805825233,0.216748774,0.0561224483,0.229591832,0.204545453,0.357142866,0.357142866,0.908256888,0.695652187,0.168141589,0.321428567,0.541284382,0.303030312,0.159999996,0.159999996,0.282157689,0.193749994,0.243902445,0.34375,0.370370358,0.770642221,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.679611623,0.296798021,0.0306122452,0.318877548,0.522727251,0.357142866,0.357142866,0.889908254,0.119565219,0.442477882,0.357142866,0.266055048,0.363636374,0.200000003,0.173333332,0.273858935,0.104166664,0.536585391,0.34375,0.518518507,0.80733943,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.660194159,0.12315271,0.0586734712,0.114795916,0.215909094,0.464285702,0.464285702,0.834862411,0.336956531,0.17699115,0.321428567,0.587155938,0.272727281,0.146666661,0.146666661,0.257261425,0.154166669,0.292682916,0.4375,0.333333343,0.899082541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.718446612,0.511083722,0.025510205,0.206632659,0.443181813,0.357142866,0.357142866,1,0.0217391308,0.433628321,0.5,0.522935808,0.333333343,0.146666661,0.146666661,0.232365146,0.154166669,0.365853667,0.4375,0.333333343,0.80733943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.70873785,0.241379306,0.0637755096,0.239795923,0.284090906,0.321428567,0.321428567,0.798165143,0.141304344,0.238938048,0.321428567,0.238532111,0.272727281,0.119999997,0.119999997,0.253112048,0.00208333344,0.365853667,0.3125,0.407407403,0.669724762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.796116531,0.233990148,0.0433673486,0.20408164,0.386363626,0.321428567,0.321428567,1,0.0217391308,0.300884962,0.464285702,0.596330285,0.272727281,0.119999997,0.119999997,0.224066392,0.177083328,0.365853667,0.46875,0.370370358,0.87155962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.815533996,0.291871935,0.0561224483,0.224489793,0.295454532,0.392857134,0.357142866,0.87155962,0.336956531,0.265486717,0.321428567,0.348623842,0.393939406,0.13333334,0.13333334,0.066390045,0.00208333344,0.268292695,0.3125,0.333333343,0.605504572,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.815533996,0.253694594,0.025510205,0.255102038,0.443181813,0.321428567,0.321428567,1,0.0217391308,0.3539823,0.392857134,0.32110092,0.303030312,0.13333334,0.13333334,0.190871373,0.166666672,0.341463417,0.375,0.407407403,0.669724762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.87378639,0.245073885,0.0663265288,0.237244904,0.215909094,0.321428567,0.321428567,0.770642221,0.369565219,0.389380544,0.321428567,0.541284382,0.0606060624,0.13333334,0.13333334,0.0539419092,0.177083328,0.268292695,0.34375,0.333333343,0.697247684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.902912617,0.222906411,0.0306122452,0.303571433,0.420454532,0.321428567,0.321428567,1,0.0217391308,0.150442481,0.428571433,0.422018349,0.545454562,0.119999997,0.119999997,0.13278009,0.16458334,0.414634138,0.375,0.333333343,0.87155962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.786407769,0.243842363,0.0510204099,0.255102038,0.613636374,0.357142866,0.357142866,0.981651366,0.184782609,0.557522118,0.357142866,0.614678919,0.333333343,0.159999996,0.159999996,0.0373443998,0.09375,0.243902445,0.375,0.333333343,0.38532111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.796116531,0.251231521,0.025510205,0.219387755,0.431818187,0.357142866,0.357142866,0.944954157,0.543478251,0.380530983,0.571428597,0.513761461,0.515151501,0.119999997,0.119999997,0.153526977,0.224999994,0.390243888,0.375,0.370370358,0.788990855,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.912621379,0.405172408,0.0459183678,0.229591832,0.409090906,0.321428567,0.321428567,1,0.0217391308,0.362831861,0.392857134,0.513761461,0.515151501,0.119999997,0.119999997,0.0539419092,0.00208333344,0.243902445,0.375,0.333333343,0.412844032,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.854368925,0.229064032,0.0280612241,0.196428567,0.306818187,0.321428567,0.321428567,1,0.0217391308,0.24778761,0.392857134,0.422018349,0.393939406,0.13333334,0.13333334,0.0912863091,0.222916663,0.268292695,0.375,0.333333343,0.596330285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.757281542,0.0591133013,0.0331632644,0.0816326514,0.181818187,0.357142866,0.321428567,0.889908254,0.25,0.150442481,0.392857134,0.201834857,0.272727281,0.226666674,0.226666674,0.116182573,0.00208333344,0.292682916,0.03125,0.333333343,0.541284382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.747572839,0.243842363,0.0280612241,0.160714284,0.318181813,0.321428567,0.321428567,1,0.0217391308,0.256637156,0.428571433,0.266055048,0.303030312,0.186666667,0.186666667,0.165975109,0.0874999985,0.414634138,0.34375,0.370370358,0.788990855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.796116531,0.245073885,0.0433673486,0.31122449,0.409090906,0.321428567,0.321428567,1,0.0217391308,0.345132738,0.357142866,0.293577969,0.484848499,0.119999997,0.119999997,0.203319505,0.181250006,0.439024389,0.375,0.370370358,0.706422031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.737864077,0.162561581,0.0433673486,0.158163264,0.295454532,0.321428567,0.321428567,0.944954157,0.0108695654,0.238938048,0.392857134,0.440366983,0.0606060624,0.13333334,0.13333334,0.257261425,0.100000001,0.365853667,0.375,0.407407403,0.834862411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.844660223,0.431034476,0.048469387,0.262755096,0.488636374,0.321428567,0.321428567,1,0.0217391308,0.309734523,0.392857134,0.486238539,0.272727281,0.159999996,0.159999996,0.112033196,0.137500003,0.268292695,0.46875,0.333333343,0.669724762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.786407769,0.343596071,0.025510205,0.255102038,0.5,0.321428567,0.321428567,0.944954157,0.336956531,0.398230076,0.392857134,0.155963302,0.272727281,0.119999997,0.119999997,0.203319505,0.00208333344,0.48780489,0.3125,0.370370358,0.605504572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.883495152,0.390394092,0.0433673486,0.301020414,0.534090936,0.321428567,0.321428567,1,0.0217391308,0.469026536,0.392857134,0.541284382,0.363636374,0.13333334,0.13333334,0.0414937772,0.193749994,0.317073166,0.3125,0.370370358,0.431192666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.854368925,0.232758626,0.0408163257,0.275510192,0.397727281,0.321428567,0.321428567,1,0.0217391308,0.168141589,0.392857134,0.293577969,0.333333343,0.13333334,0.13333334,0.153526977,0.0895833299,0.317073166,0.375,0.370370358,0.614678919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.786407769,0.368226588,0.0229591839,0.173469394,0.340909094,0.392857134,0.392857134,0.926605523,0.380434781,0.309734523,0.5,0.403669715,0.272727281,0.25333333,0.239999995,0.0456431545,0.189583331,0.317073166,0.46875,0.333333343,0.614678919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.631067932,0.0701970458,0.0382653065,0.0867346972,0.181818187,0.321428567,0.321428567,0.541284382,0.119565219,0.150442481,0.357142866,0.311926603,0.272727281,0.119999997,0.119999997,0.348547727,0.22708334,0.292682916,0.3125,0.370370358,0.733944952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.766990304,0.248768479,0.0280612241,0.168367341,0.352272719,0.321428567,0.321428567,1,0.0217391308,0.28318584,0.392857134,0.284403682,0.818181813,0.119999997,0.119999997,0.257261425,0.185416669,0.365853667,0.40625,0.370370358,0.660550475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.689320385,0.374384224,0.0408163257,0.339285702,0.727272749,0.321428567,0.321428567,0.954128444,0.184782609,0.584070802,0.392857134,0.440366983,0.424242437,0.119999997,0.119999997,0.170124486,0.118749999,0.365853667,0.40625,0.407407403,0.605504572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.747572839,0.174876854,0.048469387,0.191326529,0.25,0.321428567,0.321428567,0.862385333,0.097826086,0.194690272,0.357142866,0.715596318,0.272727281,0.119999997,0.119999997,0.157676354,0.174999997,0.243902445,0.3125,0.333333343,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.815533996,0.219211817,0.0612244904,0.242346942,0.352272719,0.321428567,0.321428567,1,0.0217391308,0.28318584,0.321428567,0.440366983,0.272727281,0.119999997,0.119999997,0.228215769,0.172916666,0.268292695,0.40625,0.370370358,0.669724762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.786407769,0.139162555,0.0510204099,0.158163264,0.227272734,0.321428567,0.321428567,0.926605523,0.152173907,0.194690272,0.357142866,0.431192666,0.272727281,0.13333334,0.13333334,0.19502075,0.191666663,0.243902445,0.375,0.333333343,0.816513777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.922330081,0.410098523,0.0510204099,0.359693885,0.193181813,0.321428567,0.321428567,1,0.0217391308,0.150442481,0.357142866,0.431192666,0.0606060624,0.119999997,0.119999997,0.199170128,0.00208333344,0.243902445,0.03125,0.333333343,0.38532111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.912621379,0.00123152707,0.0586734712,0.441326529,0.386363626,0.357142866,0.321428567,0.963302732,0.826086938,0.0796460211,0.321428567,0.146788985,0.606060624,0.119999997,0.119999997,0.0414937772,0.00208333344,0.292682916,0.03125,0.333333343,0.357798159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.766990304,0.173645318,0.025510205,0.127551019,0.340909094,0.321428567,0.321428567,1,0.0217391308,0.28318584,0.642857134,0.284403682,0.0606060624,0.159999996,0.159999996,0.244813278,0.224999994,0.292682916,0.3125,0.370370358,0.541284382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.699029148,0.227832511,0.0306122452,0.198979586,0.215909094,0.642857134,0.642857134,0.788990855,0.228260875,0.256637156,0.357142866,0.504587173,0.272727281,0.146666661,0.13333334,0.40663901,0.00208333344,0.292682916,0.3125,0.370370358,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.70873785,0.33374384,0.0306122452,0.227040812,0.272727281,0.392857134,0.321428567,0.844036698,0.217391297,0.238938048,0.357142866,0.486238539,0.272727281,0.119999997,0.119999997,0.331950217,0.127083331,0.414634138,0.375,0.481481493,0.926605523,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.611650467,0.204433501,0.0408163257,0.196428567,0.397727281,0.321428567,0.321428567,0.908256888,0.315217406,0.345132738,0.392857134,0.559633017,0.0606060624,0.119999997,0.119999997,0.427385896,0.200000003,0.463414639,0.40625,0.555555582,0.93577981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.786407769,0.183497533,0.0867346972,0.155612245,0.352272719,0.321428567,0.321428567,1,0.0217391308,0.274336278,0.321428567,0.330275238,0.545454562,0.119999997,0.119999997,0.410788387,0.03125,0.390243888,0.34375,0.518518507,0.834862411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.776699007,0.0911330059,0.0306122452,0.10204082,0.329545468,0.321428567,0.321428567,1,0.0217391308,0.256637156,0.5,0.266055048,0.272727281,0.13333334,0.13333334,0.207468882,0.174999997,0.317073166,0.34375,0.370370358,0.541284382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.854368925,0.214285716,0.0280612241,0.278061211,0.454545468,0.392857134,0.357142866,0.954128444,0.880434811,0.407079637,0.428571433,0.752293587,0.484848499,0.119999997,0.119999997,0.0829875544,0.00208333344,0.268292695,0.3125,0.333333343,0.633027494,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.747572839,0.0763546824,0.048469387,0.0841836706,0.25,0.392857134,0.392857134,1,0.0217391308,0.0973451361,0.428571433,0.504587173,0.333333343,0.173333332,0.173333332,0.0539419092,0.00208333344,0.292682916,0.3125,0.333333343,0.605504572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.844660223,0.204433501,0.025510205,0.0892857164,0.23863636,0.321428567,0.321428567,1,0.0217391308,0.424778759,0.428571433,0.431192666,0.363636374,0.146666661,0.146666661,0.066390045,0.17916666,0.317073166,0.34375,0.333333343,0.697247684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.728155315,0.229064032,0.0331632644,0.176020414,0.522727251,0.321428567,0.321428567,0.972477078,0.0217391308,0.407079637,0.535714269,0.678899109,0.272727281,0.159999996,0.159999996,0.336099595,0.15625,0.317073166,0.4375,0.444444448,0.834862411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.864077687,0.341132998,0.0459183678,0.31122449,0.579545438,0.321428567,0.321428567,1,0.0217391308,0.451327443,0.357142866,0.25688073,0.636363626,0.119999997,0.119999997,0.0871369317,0.00208333344,0.365853667,0.3125,0.370370358,0.467889905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.815533996,0.362068951,0.0382653065,0.306122452,0.215909094,0.321428567,0.321428567,1,0.0217391308,0.168141589,0.357142866,0.449541271,0.666666687,0.119999997,0.119999997,0.435684651,0.0416666679,0.317073166,0.34375,0.444444448,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.902912617,0.343596071,0.0535714291,0.288265318,0.477272719,0.321428567,0.321428567,1,0.0217391308,0.371681422,0.321428567,0.412844032,0.272727281,0.159999996,0.159999996,0.0373443998,0.193749994,0.243902445,0.375,0.333333343,0.366972476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
