f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,target
-0.905498266,2.44251561,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.271439254,-0.267491698,-0.408520222,-0.376298428,-0.342939526,-0.327921718,-0.155502006,-0.191886723,-0.25982666,-0.264528513,-0.26962781,-0.259912163,1,0,0,0,1,0,0,0,0,1,0,0,0
-1.13672018,-0.595101833,0.845712543,2.09546876,2.14518738,-0.339990377,-0.308621436,-0.316687822,-0.536341786,-0.589525819,-0.677928686,-0.625226676,-0.613038898,-0.630458355,-0.238578722,-0.256989509,-0.124082617,-0.308062553,-0.227344945,-0.293382049,0,0,1,0,0,0,0,0,0,0,1,0,0
1.09842479,-0.378129125,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.253449619,0.305889219,0.351701051,0.407497644,0.221635759,0.233728155,-0.210504115,-0.160810992,-0.190080345,-0.208291709,-0.183229372,-0.20681034,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.751350343,-1.24601984,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.0483513102,-0.0240131114,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.281566113,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.05964613,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.690345407,-0.685503781,-0.672304869,-0.666434944,-0.639405727,-0.640650988,-0.318395168,-0.240062788,-0.274650574,-0.216270834,-0.314136118,-0.204053998,1,0,0,1,0,0,0,0,0,0,1,0,0
0.250611216,2.98494744,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.691350341,-0.686543524,-0.673371971,-0.667585254,-0.657860816,-0.647418022,-0.322862953,-0.243274525,-0.278853536,-0.287891358,-0.293452859,-0.275606453,1,0,1,0,0,0,0,0,0,1,0,0,0
1.79209054,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.0224306006,0.0894294456,-0.6635952,-0.594308853,-0.587922215,-0.644328356,3.01155639,-0.213848069,-0.0111140562,-0.308062553,-0.281409442,-0.284944266,0,0,0,1,0,0,0,0,0,0,1,0,0
1.32964671,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.430485874,0.448275506,0.396792322,0.36737752,0.401137263,-0.0559460297,-0.124589749,-0.128433198,-0.154809609,-0.193163306,-0.248682737,-0.237130135,0,0,1,0,0,0,0,0,0,0,1,0,0
0.173537254,0.598247945,2.160496,-0.399186403,-0.38461417,2.28778529,-0.308621436,-0.316687822,1.82678533,1.94716728,0.771654069,0.802807689,0.896316707,0.925816238,0.126693174,0.077204816,-0.296801269,-0.0817748755,-0.0925109908,-0.0922814235,0,0,0,0,1,0,0,0,0,1,0,0,1
0.713055015,-0.703588128,-0.469070911,2.09546876,2.14518738,-0.339990377,-0.308621436,2.47884989,-0.575698256,-0.669514477,-0.677928686,-0.672497272,-0.564581871,-0.554710865,-0.341035992,-0.256989509,-0.296801269,0.0741051063,-0.314136118,1.2753154,1,0,0,1,0,0,0,0,0,0,1,0,1
-0.828424275,-1.02904713,-0.469070911,-0.399186403,-0.38461417,-0.339990377,2.47802806,-0.316687822,-0.381306052,-0.355629563,-0.296563506,-0.235559285,-0.190660134,-0.17738384,-0.257415891,-0.126783937,-0.177528277,-0.23146306,-0.235592067,-0.180878207,1,0,0,1,0,0,0,0,0,0,1,0,1
0.4818331,0.164302558,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.53579855,-0.459447652,-0.382694036,-0.260694593,-0.657696366,-0.634992123,0.261813581,-0.0399802104,0.6398893,-0.308062553,-0.24501735,-0.275043935,1,0,0,1,0,0,0,0,0,0,0,1,0
-0.751350343,0.815220594,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.29261595,0.284645081,0.328239739,0.12726292,-0.226912439,-0.198608592,-0.0939189792,-0.148484871,-0.244093969,-0.180396736,-0.250711799,-0.237017632,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.674276352,-1.24601984,0.845712543,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.665031254,-0.682272196,-0.617076337,-0.539747953,-0.522589087,-0.509322822,-0.341941625,-0.100742817,-0.0412162878,-0.308062553,-0.314136118,-0.0159475654,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.05964613,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.690345407,-0.690983415,-0.666681111,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.223136067,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,0,0,1,0,0,0,0,0,1,0,0
-1.13672018,-0.595101833,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.406348616,-0.426246643,-0.398613691,-0.371635109,-0.380886018,-0.339390486,-0.263453454,-0.178866163,-0.233984157,-0.280295253,-0.209476173,-0.237130135,0,0,0,1,0,0,0,0,0,0,1,0,0
1.79209054,-0.2696428,-0.469070911,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.687968791,-0.68304497,-0.512517095,-0.644843757,-0.663058519,-0.594456911,-0.341941625,0.241914883,-0.195760012,-0.308062553,-0.0870129094,1.06206429,0,0,1,0,0,0,0,0,0,0,1,0,0
0.867202938,2.22554302,-0.469070911,-0.399186403,2.14518738,-0.339990377,-0.308621436,-0.316687822,-0.695709705,-0.626225352,-0.658447266,-0.655274034,-0.641873002,-0.593079984,-0.0633689687,-0.256946117,-0.233813778,-0.225718096,-0.081056647,-0.108931996,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.134758607,-0.920560837,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.745971382,-0.776803017,-0.206943348,0.250063807,0.0135633443,-0.172547817,-0.13370645,1.7450515,3.12576556,1.62084055,0.798571229,0.839137971,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.443054467,1.68311131,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.811122,0.286415428,0.0612970963,0.129345879,0.152799159,0.195006415,-0.191002816,-0.148484871,-0.194567278,-0.193163306,-0.183229372,-0.180878207,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.905498266,-0.595101833,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.0266767256,-0.0290150382,0.532022893,-0.380246699,-0.391758412,-0.330474079,-0.191002816,-0.11289534,-0.183207944,-0.244229645,-0.117775992,-0.237130135,1,0,0,1,0,0,0,0,0,0,1,0,0
-1.13672018,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.498832256,-0.469563901,-0.427439243,-0.394671917,-0.365786374,-0.471088052,-0.251378328,-0.170185789,-0.25982666,-0.276146114,-0.248682737,-0.265256107,1,0,1,0,0,0,0,0,0,0,1,0,0
-1.13672018,0.489761591,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.5631634,-0.678422391,-0.596816301,-0.522882283,-0.455397338,-0.652724206,-0.287965894,-0.0399802104,-0.069614619,-0.116563812,-0.314136118,-0.293382049,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.520128429,1.4661386,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.211832568,-0.0526701175,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.824580312,0.916222572,1.00857437,1.1824801,1.32162333,1.41695762,0.00823639799,-0.000918535283,0.0326193757,-0.0016645625,-0.00650525605,-0.0121224346,0,0,1,0,0,0,0,0,0,0,1,0,0
2.56283021,0.70673424,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,2.52384853,1.71780932,1.88679421,1.80711687,2.40560651,2.1696806,0.865568757,1.91310358,0.271165371,2.88358331,0.9949314,2.51921415,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.05964613,-1.13753355,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.541434526,-0.512965441,-0.484946102,-0.4440099,-0.421464264,-0.371479481,-0.250653833,-0.20382224,-0.209277615,-0.274231106,-0.163462445,-0.293382049,1,0,0,1,0,0,0,0,0,1,0,0,1
2.3316083,0.164302558,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.524906933,-0.615631402,-0.596311569,-0.0195851699,-0.00522074196,0.0494388863,-0.0216494836,-0.105083004,1.86186957,-0.116563812,-0.0845911354,-0.15275225,0,0,1,0,0,0,0,0,0,1,0,0,0
0.867202938,-0.595101833,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.516622782,-0.616657078,-0.638836086,-0.603106976,-0.596129954,-0.566062093,-0.0225551166,-0.139327079,-0.0425794087,-0.0483264253,0.0236687493,0.158095896,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.288906544,-1.24601984,-0.469070911,-0.399186403,2.14518738,-0.339990377,-0.308621436,-0.316687822,-0.0694011897,0.0047901147,0.00885163434,0.0621629134,0.0972857624,-0.646175444,-0.0400640182,-0.256989509,-0.187467694,-0.308062553,-0.314136118,-0.24950555,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0964632854,1.35765231,-0.469070911,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.653324783,-0.676118135,-0.672304869,-0.645667613,-0.656643629,-0.615110755,-0.341941625,-0.240062788,-0.19877024,-0.28316772,-0.167520553,0.690351605,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.05964613,-0.2696428,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.288700163,-0.29689908,-0.248573825,-0.241357356,-0.219675139,-0.180171266,-0.221190572,-0.126783937,-0.126411289,-0.180396736,-0.183229372,-0.180878207,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.13672018,-1.24601984,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.550329745,-0.683817744,-0.664950669,-0.661553979,-0.654176414,-0.650205433,-0.311150104,-0.240062788,-0.234665722,-0.153586909,-0.3043181,-0.24950555,1,0,0,1,0,0,0,0,0,0,1,0,0
-1.05964613,-0.0526701175,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.30471164,-0.318705231,-0.316016048,-0.265093684,-0.246502504,-0.209422469,-0.251378328,-0.194056824,-0.211606279,-0.21231319,-0.215956062,-0.209004164,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.59720242,-1.13753355,-0.469070911,-0.399186403,-0.38461417,2.28778529,-0.308621436,-0.316687822,0.710503578,0.716721594,0.757176399,0.721432686,-0.484198511,-0.652724206,-0.0400640182,0.111926302,-0.296801269,-0.294210821,-0.314136118,0.303450853,0,0,0,1,0,0,0,0,0,0,1,0,1
2.71697807,0.164302558,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.635357678,-0.641989827,-0.569908619,-0.636589646,-0.465677589,-0.652724206,-0.105692208,0.0682640299,-0.165600985,0.457932442,-0.314136118,-0.293382049,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.0576846413,-0.161156461,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.68980217,-0.684941769,-0.671728075,-0.659284532,-0.60795635,-0.570881307,-0.315980136,-0.238326713,-0.248524114,-0.0942222923,0.00488363113,0.261149406,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.905498266,-1.46299255,0.845712543,2.09546876,2.14518738,2.28778529,-0.308621436,-0.316687822,-0.170983821,-0.179859638,-0.194383547,-0.228066877,-0.19608812,-0.170146599,-0.311753869,-0.16015996,-0.211606279,-0.225079775,-0.202865377,-0.248380512,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.134758607,1.7915976,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.618531346,-0.640289724,-0.667921185,-0.672590554,-0.625786424,-0.625840664,-0.280962348,-0.22678183,-0.296801269,-0.163034171,-0.209083453,-0.123107478,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.828424275,0.70673424,0.845712543,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.126797244,0.102454126,-0.15798752,-0.127245799,0.476010442,0.547515273,-0.217266172,-0.170706615,-0.154809609,3.69624019,-0.0785039663,-0.203378975,1,0,0,1,0,0,0,0,0,0,1,0,1
0.713055015,-0.812074482,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,0,1,0,0,0,0,0,0,1,0,0
0.250611216,0.055816222,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,1.81264794,1.93165565,0.435596466,1.04195857,0.45895344,0.558010101,0.141122922,-0.0399802104,1.691082,0.0749349371,0.0131307561,-0.0121224346,0,0,0,1,0,0,0,0,0,1,0,0,0
0.019389322,-0.0526701175,2.160496,2.09546876,2.14518738,2.28778529,2.47802806,2.47884989,1.09575701,1.18021464,1.22134113,1.49039936,1.65595376,1.76842535,-0.052139122,-0.170185789,0.327962011,0.0430184789,0.0458574444,0.0103783356,0,0,1,0,0,0,0,0,0,1,0,0,1
-0.751350343,1.0321933,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.215098098,0.273179978,-0.270766169,-0.194506481,-0.0839921907,-0.023605153,-0.16081506,-0.191886723,-0.126411289,0.0111020207,-0.117775992,-0.0121224346,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.211832568,-0.378129125,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.541684389,-0.510959744,-0.51448828,-0.448127121,0.904591441,0.299608648,-0.206903771,-0.240004614,-0.112287007,4.92213392,-0.123782508,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.134758607,1.0321933,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.122397147,0.0370356776,-0.114814103,-0.268964231,-0.45105496,-0.43627879,0.0207341313,-0.189022198,-0.214957282,-0.291529834,0.52962333,0.409598231,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.288906544,-0.920560837,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.200127721,-0.170712858,-0.164649546,-0.109789416,-0.102480203,-0.123079382,-0.16081506,-0.126783937,-0.126411289,-0.180396736,-0.117775992,-0.124626286,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.905498266,1.7915976,0.845712543,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.432572693,-0.427384734,-0.39718613,-0.355204642,-0.338120162,-0.311516196,-0.341941625,-0.18320635,-0.205926612,-0.263379514,-0.259155273,-0.2540057,0,0,0,0,1,0,0,0,0,1,0,0,0
0.0964632854,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.541013479,-0.68818742,-0.677928686,-0.672497272,-0.379701734,-0.366559505,-0.329926878,-0.256989509,-0.296801269,0.791587114,-0.291816503,-0.00570971472,0,0,1,0,0,0,0,0,0,0,1,0,0
0.944276869,0.598247945,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,2.95071292,3.13797688,3.29835153,3.63796926,2.78694654,2.90757656,0.261813581,0.263832808,0.157572031,0.138767853,0.1440375,-0.0121224346,0,0,0,1,0,0,0,0,0,0,1,0,0
0.944276869,-1.02904713,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,1.97674191,2.10056901,1.40823841,1.59879065,1.14087176,0.362151325,0.270507663,0.0660505369,1.7032932,0.011804183,0.0183015727,-0.120857403,1,0,1,0,0,0,0,0,0,0,1,0,0
1.48379469,-0.161156461,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.572058678,-0.470982969,-0.650905609,-0.57410109,-0.666348219,-0.656082571,0.603418291,-0.175654426,0.0627216026,-0.308062553,-0.314136118,-0.293382049,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.134758607,-0.486615479,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.688851535,-0.475479096,-0.677928686,-0.672497272,-0.652367055,-0.628712058,0.584098101,-0.256989509,-0.296801269,-0.266571164,-0.220537797,-0.225879744,1,0,0,1,0,0,0,0,0,1,0,0,0
0.250611216,-0.161156461,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.689055264,-0.6725353,-0.661432207,-0.65799433,-0.643205285,-0.599847078,-0.262487441,-0.20720759,-0.243696392,-0.230824739,-0.107434362,-0.161190033,1,0,1,0,0,0,0,0,0,0,1,0,0
0.250611216,-0.920560837,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.365980506,0.272788912,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.619527757,-0.60954237,-0.663058519,-0.652724206,-0.341941625,-0.0811685771,-0.296801269,-0.308062553,-0.313677937,-0.2929883,0,0,1,0,0,0,0,0,0,1,0,0,0
2.56283021,0.489761591,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,2.23107886,2.32225561,2.49514437,2.71494174,1.95870316,1.85975564,0.262055099,0.178114146,0.287863582,0.0778712481,0.0181052126,-0.0121224346,0,0,0,1,0,0,0,0,0,1,0,0,0
0.173537254,-1.13753355,-0.469070911,-0.399186403,2.14518738,-0.339990377,-0.308621436,-0.316687822,-0.652550697,-0.616938055,-0.605251968,-0.578453541,-0.557015598,-0.529489696,-0.201689288,-0.256989509,-0.234154552,-0.276146114,-0.248682737,-0.270881295,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.288906544,-1.02904713,-0.469070911,-0.399186403,-0.38461417,2.28778529,2.47802806,-0.316687822,-0.47244522,-0.449795038,-0.397056341,-0.363754094,-0.343909979,-0.29892242,-0.263453454,-0.144144684,-0.240004614,-0.308062553,-0.183229372,-0.180878207,1,0,0,1,0,0,0,0,0,0,1,0,1
-0.520128429,0.272788912,0.845712543,2.09546876,2.14518738,2.28778529,2.47802806,2.47884989,-0.358898103,-0.310429573,-0.2979334,-0.145992354,-0.117102839,-0.0543172322,-0.16081506,-0.256989509,0.157572031,-0.308062553,-0.117775992,-0.293382049,1,0,1,0,0,0,0,0,0,0,1,0,0
0.867202938,-0.595101833,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.333325893,0.0427682213,-0.316160262,-0.525960088,-0.616525948,-0.649399459,2.81104922,0.832397223,0.238620877,-0.126904741,-0.301176339,-0.0605553426,0,0,1,0,0,0,0,0,0,0,1,0,0
1.86916447,1.57462502,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,2.65412712,2.80662751,2.86954451,3.07129765,2.85306907,2.9475913,0.322189093,0.177029103,0.129173696,0.202600777,0.20949088,0.100381419,0,0,0,1,0,0,0,0,0,1,0,0,0
0.635981023,0.598247945,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.677471042,-0.691320658,-0.557896793,-0.581220448,-0.28441608,-0.61297816,-0.341941625,0.105329223,-0.296801269,1.16137123,-0.159207985,-0.118044809,1,0,1,0,0,0,0,0,0,0,1,0,1
4.10430956,-0.161156461,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.646629572,-0.605149806,-0.594148576,-0.553053975,-0.660295188,-0.554727674,0.0304545891,0.0513807088,0.141725764,-0.297338635,0.0678497776,2.68369484,1,0,1,0,0,0,0,0,0,1,0,0,0
-0.59720242,-0.0526701175,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.659422457,-0.653511107,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.180920109,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.59720242,-1.35450613,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.296957165,-0.325632066,-0.287291467,-0.240875468,-0.200726569,-0.151524574,-0.251378328,-0.191886723,-0.194567278,-0.23784636,-0.170138687,-0.209004164,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0964632854,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.976859212,1.08045709,0.447839022,0.116070949,0.127106726,0.147653729,-0.0279889144,-0.124830849,-0.098012954,-0.135713682,-0.136102945,-0.180878207,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.0576846413,0.598247945,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.364126623,-0.579367399,-0.662355125,-0.672497272,-0.00347721018,-0.335377246,0.137681514,-0.210115507,-0.296801269,2.25163746,0.922867239,-0.0582490116,0,0,1,0,0,0,0,0,0,1,0,0,0
0.635981023,-0.486615479,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.644592464,-0.442376465,-0.468766898,-0.598552465,-0.476253927,-0.540572226,0.193770379,0.374420762,-0.0258243922,0.425441474,0.137230352,-0.243317842,1,0,1,0,0,0,0,0,0,1,0,0,0
0.250611216,-0.595101833,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,1.22987878,1.34537661,1.45771337,1.63020587,1.82895815,1.94542706,0.0806870237,0.0468235128,-0.069614619,-0.0527308956,-0.0523226187,-0.0683743581,1,0,0,0,1,0,0,0,0,1,0,0,0
0.944276869,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.433333188,-0.265117198,-0.255250275,-0.184340432,-0.153091967,-0.16368179,0.563691199,-0.170185789,-0.126411289,-0.308062553,-0.314136118,-0.0526238196,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.905498266,-1.46299255,2.160496,2.09546876,2.14518738,-0.339990377,-0.308621436,-0.316687822,-0.11552079,0.0300667025,0.0466031395,-0.528773606,-0.350670278,-0.489894778,0.218886584,-0.243968964,-0.277944773,-0.282529384,-0.290703803,-0.273693889,0,0,0,0,1,0,0,0,0,0,1,0,0
0.250611216,-0.920560837,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.662559569,-0.642397285,-0.666998327,-0.672528386,-0.650722206,-0.200976223,0.0180776082,-0.224004105,-0.296801269,-0.260060221,1.45199227,-0.259687155,1,0,1,0,0,0,0,0,0,0,1,0,0
-1.13672018,0.923706949,-0.469070911,-0.399186403,-0.38461417,-0.339990377,2.47802806,-0.316687822,-0.527976155,-0.49968785,-0.480749905,-0.244652763,-0.441169441,-0.39646557,-0.251378328,-0.170185789,-0.154809609,-0.276146114,-0.183229372,-0.0121224346,0,0,0,1,0,0,0,0,0,1,0,0,0
