f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,target
-0.455354095,-0.494331121,-0.50642544,-0.538584173,-0.546530128,-0.557845592,-0.523311138,-0.4953942,-0.422394484,-0.341765225,-0.23787798,-0.0245551467,0.216193512,0.455612391,0.704464555,1.34427154,2.33717179,2.94173074,2.45113802,0.988348663,-0.433872789,-1.28398037,-1.51416624,-1.54881132,-1.72953808,-2.03865719,-2.39538884,-2.83450055,-3.12353301,-3.05594444,-2.60257816,-1.91414976,-1.28477848,-0.797918618,-0.466653734,-0.235113859,-0.0542585514,0.0139357317,0.0420799293,0.0900771841,0.123848371,0.175733089,0.150489852,0.069577992,0.0399159044,0.00913294777,-0.0953651369,0.219858259,1.00942397,1.7989217,2.26875138,1.87282372,0.404734373,-0.539935231,-1.39626682,-1.56169593,-1.46786356,-1.32777917,-0.854184628,-0.323091447,-0.0215507466,0.161922455,0.0164421052,-0.178917259,-1.00801015,-2.16903758,-3.29409051,-4.31472969,-4.87959862,-5.24163628,-5.05658007,-4.35813856,-3.4871459,-2.67569804,-2.05755568,-1.76115298,-1.59994292,-1.47495782,-1.20676744,-0.831382334,-0.442411631,-0.13258402,0.136176243,0.349281281,0.543996513,0.663392842,0.720622838,0.763006151,0.702709317,0.635170877,0.512727618,0.360375911,0.200035274,0.0155436825,-0.103085116,-0.112205096,-0.143625647,-0.110559419,-0.125428706,-0.133188739,-0.0748838112,-0.00276603969,0.0323764421,-0.0468938649,-0.328689158,-0.671582162,-0.878584683,-1.4076556,-2.1035583,-2.17488503,-2.2212255,-2.14874935,-2.39330482,-2.80000615,-2.68302798,-2.4698832,-2.57095933,-2.82420397,-3.008811,-3.07456088,-3.21253991,-3.37017822,-3.34247041,-3.34107804,-3.28877664,-3.2211163,-2.91170192,-2.38127947,-1.90546715,-1.63213992,-1.29521525,-1.0874728,-0.876543522,-0.488277107,-0.176546708,-0.147885904,-0.639221668,-1.31657231,-1.71240318,-1.63141,-1.30829525,-0.859493315,-0.446930945,-0.0261497013,0.365939379,0.61522615,0.663857996,0.587622941,0.264635563,-0.16067867,-0.526951432,-0.706674516,-0.508838773,-0.16564633,0.0613548979,0.124548785,0.115688272,0.195054024,0.328409374,0.473339498,1.0868355,2.05875635,3.03180647,3.69931054,3.165869,2.09500837,0.764394999,-0.508075535,-1.28604949,-1.7118088,-1.90412307,-1.7505157,-1.47328138,-1.13978112,-0.730359316,-0.259643644,0.149957359,0.38334778,1
0.800485194,0.55950731,0.472022325,0.397739351,0.273355812,-0.0185740124,-0.399447441,-0.723621428,-0.860575855,-0.771842301,-0.480912536,-0.427828193,-0.141228184,-0.389549464,-0.198009804,-0.236261502,-0.365591615,-0.285416186,-0.501411974,-0.262114018,-0.108366594,0.0399191119,0.0113621587,-0.0187747702,0.170712098,0.0931297913,0.0171001405,-0.19493477,-0.469228119,-0.475159705,-0.432997376,-0.384237349,-0.220957831,-0.176564172,-0.0500227548,-0.104224652,-0.158628613,-0.23871839,-0.216465652,-0.377970874,-0.353825599,-0.526596248,-0.401923001,-0.336258352,-0.21008873,-0.0147128683,-0.0544849336,-0.0017357351,0.0111914016,0.192963898,0.115445271,0.176950008,0.0440781899,0.00394854369,0.0974733531,0.249960914,0.28940019,0.243107438,0.14459531,0.119896762,-0.0215507466,-0.114742018,-0.348155826,-0.403209895,-0.525379419,-0.374457479,-0.242988259,0.0715677366,0.185556665,0.422093928,0.380824715,0.546226621,0.51683712,0.454657376,0.564145744,0.307043195,0.237558559,0.00717578875,-0.100782543,-0.131428197,-0.16386421,-0.167660773,-0.143845886,-0.051335182,-0.122178987,-0.049200464,0.00908780657,0.121248379,-0.0778086334,-0.154054418,-0.0634768307,-0.0933630615,0.0443078391,0.354339331,0.669471502,1.03270721,0.996010602,0.701653481,0.610810995,0.42931363,0.307858258,0.108170018,-0.0384961329,0.0372896269,0.0738728791,-0.0937474072,-0.250343025,-0.334643096,-0.131037191,-0.118160754,-0.144925237,-0.181833059,-0.237257347,0.074418731,0.220656902,0.575198233,0.494412899,0.585457802,0.500375926,0.50956279,0.147190735,-0.107840694,-0.452157259,-0.433680773,-0.311489224,-0.0872978643,0.0361112431,-0.00470668776,-0.0792779997,-0.280291319,-0.404711336,-0.476179302,-0.526944041,-0.475931644,-0.444413871,-0.286287755,-0.190535709,-0.289181441,-0.242342845,-0.409347564,-0.347798347,-0.388255149,-0.309547335,-0.311995387,-0.323412478,-0.272692233,-0.235748544,-0.221172124,-0.202064455,-0.249881402,-0.258230329,-0.185656324,0.0330220088,0.231402665,0.263562977,0.136520028,0.0556089245,-0.0914207399,-0.155599281,-0.136133686,-0.165961191,-0.302295864,-0.373102337,-0.252785772,-0.160373405,0.00504798163,0.028143594,0.0741351768,0.11800649,0.20130676,0.250559121,0.420894504,0.57351023,0.60005337,0.426477164,0.280578882,0.180653602,0.183168232,0
-7.68850565,-5.72136974,-3.71695709,-1.55551839,0.329257101,1.81618917,2.76526952,3.35362744,3.48420835,3.44789958,3.13344741,2.80456042,2.50005746,2.31142235,2.20468163,2.17893505,2.16711044,2.16425371,2.14973187,2.20801187,2.26230121,2.31556201,2.35693741,2.46904063,2.74485302,3.14029527,3.44860482,3.55506897,3.20084739,2.68386674,2.08592272,1.67808449,1.36865926,0.727783442,-0.435561866,-1.84318113,-2.79243779,-3.38486385,-4.22091579,-5.23472929,-6.29063082,-6.05032158,-4.81487608,-2.72757101,-0.514972448,1.27892268,2.61440849,3.50877976,4.2226696,4.93264484,5.42816067,5.6284132,5.09937763,4.08911991,3.01869893,2.29341221,1.90384746,1.57088065,0.971805692,0.281527579,-0.205416754,-0.361334264,-0.292539209,-0.652423978,-1.60820496,-3.31830645,-5.30757093,-7.08108807,-7.49287128,-7.04373217,-5.43804598,-3.94843721,-2.6656599,-1.50026822,-0.52668041,0.325345814,1.1200428,1.8280828,2.41502929,2.89768362,3.10165977,3.21724558,3.29983044,3.45559978,3.56064034,3.57002354,3.54222727,3.86177945,4.445508,4.75394011,4.52163935,3.8063395,2.95329618,2.2428112,1.63980258,1.22655487,0.901040912,0.624582171,0.379251719,0.62267381,0.452836305,0.388429552,-0.15661709,-1.25552821,-2.20330644,-3.48250747,-4.62363672,-5.35219574,-5.71079874,-5.23329926,-4.0127759,-2.05796862,0.06012851,2.14252734,3.60828924,4.56237078,5.13608408,5.12327003,4.72148037,3.90841103,3.01303458,1.99668682,1.17133772,0.451699466,-0.191678867,-0.764056325,-1.07545996,-1.22062767,-1.25946832,-1.18994641,-0.716387689,0.355684042,1.37088144,2.17216778,2.18555474,1.63930309,1.16748703,0.122969545,-0.736330748,-1.54835725,-2.47630692,-3.8360486,-4.80736732,-5.18923759,-4.31095648,-2.94240665,-1.42322922,-0.100456439,0.952718914,1.49254513,1.61684585,1.42586505,1.20806837,1.04956424,1.12592101,1.20196044,1.3232832,1.3707943,1.31413436,1.22346032,1.05171037,1.11314595,1.44924331,2.0466156,2.69494939,2.7836771,2.38055658,1.49664998,0.511384249,-0.0234084018,-0.850856662,-1.12757015,-0.963066638,-0.721264184,-0.699916244,-2.21795034,-3.7975812,-5.24594355,1
-1.50591195,-1.686674,-1.02011049,-0.00531383138,0.869636476,1.58684373,1.92918968,2.03977871,1.91045845,1.63409626,1.25148749,1.05497575,0.949210882,1.01117337,1.1322608,1.18444228,1.20747745,1.12761748,1.04252565,0.97602886,0.898860097,0.778130352,0.554040253,0.511316657,0.789962947,1.3771168,1.52720773,1.06720245,0.655374885,0.553502083,0.970488489,1.33538413,1.39922881,1.23840141,1.11903131,0.724740267,0.154481575,-0.0582511611,0.174359068,0.509496868,0.800036192,0.60598892,0.347326607,0.0321161784,-0.185698047,-0.336631387,-0.451606929,-0.509069383,-0.484971523,-0.661141038,-0.712749422,-0.704904318,-0.145419121,0.60826385,0.916621149,0.658651173,-0.0148610137,-0.617139995,-0.639722705,-0.496694922,-0.318108827,-0.235030919,-0.243102193,-0.21629937,-0.23456341,-0.276124299,-0.323280424,-0.383261412,-0.460002363,-0.497342765,-0.545592785,-0.604551911,-0.694093883,-0.795010209,-0.898552954,-1.01074553,-1.08616781,-1.1906302,-1.28576636,-1.3503139,-1.37287855,-1.41873157,-1.49629319,-1.58600438,-1.64307022,-1.68691492,-1.69614267,-1.71845734,-1.76176071,-1.76333416,-1.72466195,-1.70597589,-1.70606852,-1.70353043,-1.64819837,-1.59635067,-1.52068615,-1.43855715,-1.28322494,-0.965223491,-0.47502327,0.137363717,0.463517934,0.584482312,1.22147512,1.5554893,1.67707801,0.268926412,-1.28921473,-2.11561346,-1.83562684,-0.865714788,-0.0328045674,0.554515362,0.934479475,1.21338892,1.41028631,1.43629754,1.36349738,1.14844406,0.985498786,0.966811657,1.01759768,1.06189394,1.08430147,1.0467298,1.03099811,0.941009641,0.877297282,0.743070722,0.555760682,0.450213969,0.584282696,1.1598407,1.30281067,0.971363783,0.437624574,0.314112037,0.632551372,1.24577582,1.38346767,1.22230577,1.02844954,0.742060602,0.556105435,0.448368996,0.423962921,0.322048455,0.174885556,0.0950358063,-0.132827148,-0.403756976,-0.709753454,-0.935680747,-1.08052599,-1.13243151,-1.11593843,-1.08214605,-1.07639623,-1.00932121,-0.845047235,-0.653182745,-0.355118662,0.387932867,1.33583963,1.45424676,1.07565582,0.128154725,-0.820048153,-1.29881883,-1.57309651,-1.40641248,-0.891873896,-0.386450678,-0.00581436045,0.151662141,0.21134986,0.255960792,1
-0.370826453,-0.470243394,-0.249582872,-0.234744102,-0.130375907,-0.185934171,-0.182686001,-0.0451080017,0.052816283,-0.117377169,-0.113244884,-0.192068562,-0.189692155,-0.419100583,-0.420698285,-0.443447471,-0.438475132,-0.637131989,-0.649039507,-0.804186523,-0.605838299,-0.313934207,-0.247917369,0.0715817213,0.0492903627,0.222142845,0.207398266,0.144871399,0.213998437,0.200470224,0.228908613,0.221607938,0.115307309,0.00184453744,-0.130861595,-0.122923113,-0.0910950452,-0.0161421392,-0.0240596402,-0.104436301,-0.235957995,-0.216558978,-0.097143501,-0.0240765475,0.155771717,0.140284941,0.179116234,0.0973984227,0.176579043,0.235067666,0.232006013,0.133782312,0.13577044,-0.0383535288,0.13361223,0.0669652671,0.0410236977,-0.0187069941,0.0588105284,0.275541276,0.530047297,0.37242803,0.282166034,0.182443097,0.111940749,0.387624502,0.461112261,0.44539991,0.464885086,0.477260143,0.45953995,0.413676202,0.316029459,0.52889502,0.334824353,0.392455429,0.237558559,0.103968188,0.0450616181,-0.0409168862,0.073197417,0.0486458614,0.0348916389,0.084258087,0.0223685224,-0.0929561928,-0.0706531852,-0.0376630761,0.0696908161,0.154236704,0.206235871,0.317454666,0.218722567,0.178667516,0.218298435,0.178566292,0.087862961,-0.0690594912,-0.107616454,-0.291392535,-0.318446964,-0.393961608,-0.304268301,-0.179182202,-0.136420727,-0.0275371764,-0.146652654,-0.0968733057,-0.233584166,-0.177432343,-0.121196099,-0.00632360345,0.202625901,0.191365346,0.202508882,0.161893785,0.120587021,0.056046363,0.0467646904,0.132622853,0.0692085847,-0.0182863325,-0.00938589685,-0.0567959473,0.00600822922,0.101706751,0.158936784,0.204087824,0.16918312,0.0924145877,0.142312482,0.0216783155,-0.0337591469,-0.24136807,-0.261777163,-0.382567286,-0.220448107,-0.133878171,-0.0161797199,0.302533448,0.369609803,0.524396062,0.550593495,0.295426697,0.104461096,-0.153508574,-0.0798167437,-0.215136334,-0.333697796,-0.374765217,-0.556809306,-0.476457179,-0.332277387,-0.249868855,0.0673021972,0.220318705,0.446124703,0.565083921,0.399239898,0.537802994,0.647771239,0.7206285,0.639977932,0.591525733,0.376117319,0.0769090801,0.028143594,-0.129938677,-0.0998642743,-0.399958134,-0.417512715,-0.46309489,-0.506246507,-0.362535447,-0.377219766,-0.259643644,0.186792865,0.41367799,0
-0.696861684,-0.446155667,-0.231236979,-0.0549203753,0.0808068365,0.142587617,0.18890503,0.213960767,0.256478041,0.150641888,0.0300831776,-0.117618158,-0.20180814,-0.206332564,-0.174568906,-0.0645931214,-0.0133213103,0.0416178256,0.156760618,0.25531882,0.303122371,0.296157718,0.288730949,0.192057043,0.152498841,0.160708055,0.127595827,0.0356479883,-0.0338979214,-0.0916940719,-0.126559407,-0.114972778,-0.0803378597,-0.0596757084,-0.0935513675,-0.0356636494,0.0808085874,0.23651199,0.342714339,0.387925953,0.353380024,0.270642459,0.233034298,0.132014349,-0.0576468818,-0.211440846,-0.235525832,-0.153352678,-0.0655957162,0.132815674,0.238140777,0.337287158,0.36805746,0.390710354,0.428746372,0.451256126,0.494310796,0.398949385,0.310037404,0.239623293,0.239420369,0.216052473,0.189471632,0.33820188,0.489382774,0.645749032,0.714341402,0.800540507,0.911810577,1.04118133,1.08320665,0.961952865,0.729814887,0.479403257,0.334824353,0.227731824,0.189203262,0.140265346,0.0572152995,-0.0590191483,-0.140158057,-0.0741227642,0.0110599678,0.201361358,0.386879653,0.463366657,0.432328463,0.353503585,0.290939987,0.191231638,0.138807699,0.0537955277,-0.0927323028,-0.260512024,-0.325581431,-0.275763988,-0.191110492,-0.0868451744,0.00519446516,0.0543120503,0.0990898535,0.108170018,0.0678127259,0.00722409366,-0.0763368383,-0.129862085,-0.189348698,-0.298063129,-0.305970252,-0.361174285,-0.411878139,-0.466279447,-0.478883356,-0.44876352,-0.390326798,-0.263566673,-0.141091093,-0.0889115259,0.00266359653,0.119845234,0.257665426,0.33353436,0.322692633,0.194460601,0.0119987475,-0.142170176,-0.221822396,-0.336321503,-0.414700508,-0.412949383,-0.315660954,-0.148475543,0.0161836315,0.147513658,0.17655094,0.15900515,0.198325425,0.188674778,0.1504668,0.0415103994,-0.0928516388,-0.304744571,-0.494716555,-0.562110364,-0.436323553,-0.213100404,-0.019842973,0.0987244323,0.0253022164,-0.0298480075,0.028405508,0.135436282,0.282643259,0.327656984,0.198142722,-0.0849479213,-0.322890997,-0.437577754,-0.379895985,-0.311943263,-0.218648911,-0.165509477,-0.169287354,-0.145001322,-0.112685345,-0.0248941425,0.0999730006,0.212185144,0.214837939,0.110206023,-0.0323181413,-0.207983851,-0.346062809,-0.470154077,-0.45028311,-0.351727039,-0.206119224,-0.0776717737,0
0.184640929,0.150015801,0.251871586,0.36673525,0.441059738,0.570285797,0.585268795,0.516207635,0.416938841,0.350097924,0.254422754,0.186387673,0.191961527,0.242844373,0.352851182,0.420814008,0.515084147,0.522913158,0.501224816,0.563314557,0.530362546,0.552396357,0.505802214,0.517340422,0.55926168,0.615325451,0.772153974,0.848755598,0.818623722,0.754365027,0.688565552,0.5887869,0.482142001,0.364813983,0.211148903,0.0889927298,-0.0297008902,-0.00411099102,0.0661306828,0.12046992,0.167273283,0.156751215,0.150489852,0.163232535,0.271627516,0.295282751,0.336797029,0.313161016,0.223832652,0.0546229631,-0.0563284419,0.00427923258,0.0196269248,0.100638993,0.115542792,0.164562941,0.227306068,0.317911565,0.383567214,0.443158418,0.559703112,0.715251446,0.825973153,0.836629987,0.798761487,0.627311587,0.479641229,0.258483827,0.135898277,0.0849671438,0.0235787611,0.0702501461,0.109136708,0.0834689736,0.105502941,0.197227463,0.364491224,0.515335917,0.677052975,0.683173597,0.606586099,0.463720739,0.386408776,0.312301308,0.261186153,0.294594556,0.328051776,0.335167646,0.290939987,0.265221506,0.23075521,0.28066501,0.424282759,0.586477101,0.737456501,0.741935849,0.699230313,0.523796618,0.444563299,0.411735415,0.441238075,0.493526876,0.552108645,0.54840368,0.368283927,0.110902399,-0.11615549,-0.12125995,0.0378636979,0.249323115,0.412709683,0.471788377,0.469034046,0.456034005,0.498926729,0.453638107,0.444569439,0.427894861,0.386973113,0.452063471,0.50460887,0.551023543,0.470283091,0.421787977,0.34746775,0.278517514,0.257197231,0.382177263,0.454913408,0.465120524,0.422185123,0.336778075,0.309597433,0.320349962,0.407890767,0.471913666,0.443607062,0.379817247,0.198080078,0.0652397722,0.096876137,0.267899305,0.460995495,0.611047983,0.764099479,0.829756737,0.867768824,0.829054296,0.797152281,0.707561195,0.547932982,0.426237136,0.319173217,0.285545707,0.263562977,0.226304337,0.115688272,0.0518166423,0.00376941636,-0.0365082584,0.00966450386,0.137799501,0.328260958,0.405896962,0.459571421,0.496098816,0.459120035,0.344232947,0.184578106,0.0980592519,0.0519431755,0.106455334,0.181950107,0.235345826,0.170755416,0.102550998,0.131539598,0.122507766,0
-3.71570611,-3.67993426,-3.160465,-2.78328037,-1.06206441,0.768638551,1.89822376,1.41677999,0.139218241,-1.25178337,-2.0949111,-2.20843387,-1.78900278,-0.371818811,1.54247642,2.94848299,4.04993439,4.01538944,2.19894099,0.908269763,-0.820795238,-2.69329286,-2.63570094,-1.54278755,0.456053168,3.46589947,4.99554443,5.15701246,4.54916143,0.583935857,-3.33190036,-5.78176832,-5.52783298,-3.24027228,-1.4118464,-0.403399974,1.42534053,2.31790066,1.97215283,0.27851212,-2.10943246,-3.23467684,-3.18938565,-2.09696364,-0.83814919,0.277398378,1.35880208,2.77402067,4.05137539,5.26947498,5.10915232,3.89553857,1.75566685,-0.0141809154,-0.745767057,-0.250227183,0.922760248,2.24411774,3.52696681,5.07657576,5.37580633,5.89368868,4.08881569,2.86772442,0.161441341,-1.4807055,-3.63996434,-3.82874799,-4.16575956,-1.74164712,-0.0369714051,1.19090354,1.68517256,-0.0155145992,-2.24969006,-4.07338428,-4.24135113,-2.9691906,-1.09130752,0.773684919,2.24823785,3.22309184,4.00286484,4.40475273,4.28966236,3.61377931,3.12512064,3.29336548,3.9968636,4.66761875,4.98137665,5.10624027,5.42001867,5.46136999,5.21828508,4.35234737,2.08816195,0.345939785,-0.831981301,-0.848035514,0.539823174,1.71966231,2.27076864,2.76723981,3.64285588,3.55383444,2.20162916,-0.926019311,-3.67192388,-5.44074965,-4.71871805,-3.15944195,-1.20376134,0.425258577,1.96286786,2.95169878,3.29810691,2.58965826,1.32569635,0.407341778,0.179683283,0.653371394,1.23283374,1.91736269,2.34231019,3.19894361,3.75772524,3.7904408,2.65379429,0.50302279,-1.22524703,-1.91933608,-1.08880031,0.703058958,2.21599412,3.53480673,5.22959042,6.22758293,5.28675032,1.29323447,-2.12649632,-4.70097923,-4.06071711,-2.06280017,-0.721572578,1.68192005,4.11834717,4.85492229,2.90328574,-0.832672536,-4.41445017,-5.80780602,-4.94722652,-2.76451254,-1.13999903,0.232289955,1.37735462,2.18247271,2.55957127,2.50687027,2.38646555,2.27285671,2.25251412,2.32805276,2.60553432,3.00524879,3.39813995,3.54339075,3.33160019,2.94647574,2.52561474,2.34312654,2.33553076,2.47740054,2.64882088,2.79752469,2.98629141,3.12520075,1
0.46841231,0.360783488,0.300793976,0.100100078,-0.0309957936,-0.111551873,-0.145526901,-0.14380087,-0.0891297907,-0.123610176,-0.00730675086,-0.0431677476,0.0708016306,0.124639921,0.171184257,0.320180833,0.387537986,0.368651837,0.236725509,0.150600269,0.0390324369,0.0338181928,0.0354811847,0.0113440612,-0.029633766,-0.0973180458,-0.0627022982,-0.00682778237,0.165628418,0.224817246,0.222779855,0.111454248,0.0786238387,0.131037056,0.236022398,0.219881922,0.222015142,0.140262797,0.180371746,0.114391372,0.099034138,0.0112235146,-0.154289663,-0.142705634,-0.185698047,-0.163749218,-0.147925407,-0.0892070532,-0.160102934,-0.216044083,-0.203563049,-0.180725172,-0.102629408,-0.0685692951,0.0553113334,0.134063676,0.239724889,0.361547321,0.359057277,0.323431879,0.245351523,0.149893567,-0.00827640016,-0.153995857,-0.166500092,-0.208520263,-0.267693549,-0.264881223,-0.16205205,-0.0192356817,0.0841289237,0.100375235,0.206497997,0.287622601,0.403000981,0.526674628,0.497468293,0.382246345,0.22736682,0.0797648653,-0.0157006942,0.0895687342,0.118302487,0.164381385,0.0914999396,0.0820667297,0.0765609592,0.1151364,0.125003114,0.0864126608,-0.00830832403,-0.0933630615,-0.142565072,-0.0597442389,-0.152528748,-0.087974146,-0.220788524,-0.258773446,-0.2976138,-0.244517326,-0.161870643,-0.113702103,-0.00305984635,0.0793813691,0.163998708,0.309533089,0.304705411,0.31160304,0.152475014,0.0300182272,-0.13899295,-0.242353573,-0.286821663,-0.0917685777,0.0391766019,0.14365977,0.139278308,0.0245337803,0.0215640645,-0.0718191415,-0.0802571848,-0.190998316,-0.163125947,-0.170459628,-0.317479759,-0.453113258,-0.516603708,-0.471423835,-0.433335096,-0.457168728,-0.379268378,-0.312327415,-0.252258778,-0.229022622,-0.231337726,-0.268235326,-0.202500671,-0.0442801304,0.0135785853,0.0474427417,0.00201224862,-0.0542128794,-0.0825657323,-0.0857008845,-0.0678768679,-0.0522024482,-0.0978088751,-0.136671141,-0.142231122,-0.0833696425,-0.00145239208,0.00215255842,-0.161804348,-0.346123159,-0.515532851,-0.545840681,-0.539176643,-0.491291791,-0.456629068,-0.352965504,-0.294753373,-0.159562245,-0.0973526612,-0.174941435,-0.29747659,-0.390188068,-0.36093235,-0.261986464,-0.0817083791,-0.0173350181,-0.0624114685,-0.148655698,-0.197744578,-0.159255818,-0.164118305,-0.143004701,-0.218397722,-0.314247578,0
0.0578494631,-0.120971225,-0.341312349,-0.383563727,-0.676966548,-1.10951424,-1.40893638,-1.93260896,-1.81716895,-1.83145249,-1.43435574,-1.11649442,-1.21349323,-1.08695579,-0.830913901,-0.289537907,0.466495126,0.745049417,0.61809659,-0.0834764838,-0.636546433,-0.826411426,-0.531315923,-0.0729886666,0.468195349,0.983934164,1.45354402,1.67399919,1.89485669,2.0204103,2.22688413,2.55931401,2.3957963,2.06892467,1.41129482,0.668644905,0.240433395,-0.334967583,-0.691468,-0.663662553,-0.558543026,-0.153286055,0.315578759,0.412977993,0.61309731,0.49797219,0.459437639,0.138218373,-0.101035923,-0.594977975,-0.988814294,-1.82109761,-2.21155119,-2.6187799,-3.04660869,-2.7877667,-2.38064718,-1.28414345,-0.0821216106,0.844242334,1.43751502,1.82792377,1.8023541,1.67149699,1.47939467,1.42012262,1.33814979,1.75381255,2.20292854,2.54905748,2.34870505,1.97415602,1.28964233,0.702116311,0.0807114393,-0.473868668,-0.777902782,-0.863955796,-0.915079117,-0.91585958,-1.02321267,-1.03873336,-1.15669191,-1.3271445,-1.34769046,-1.29311335,-0.886464894,-0.514397442,-0.0286421496,0.283718973,0.482078433,0.519797742,0.162660688,-0.342073947,-0.980709434,-1.02692342,-0.511633217,0.393368274,1.22830236,1.68322515,1.862023,1.73133981,1.49117029,1.12566185,0.903030515,0.748928249,0.548682749,0.25673306,-0.0646832734,-0.349319965,-0.827138186,-1.15621316,-1.25952125,-1.15659833,-0.831928849,-0.743729174,-0.415230066,-0.0952140391,0.197968438,0.477618724,0.634579122,0.813289881,0.870007217,0.966177166,1.03637731,0.98576057,0.693227887,0.105831586,-0.526508033,-1.27838516,-1.87404275,-1.84371221,-1.84418476,-1.37097692,-0.937533021,-0.665388465,-0.256342977,0.176728368,0.561131418,1.03221154,1.56133735,2.01565623,2.80846334,3.26703072,3.5690484,3.28494048,2.58301878,1.62577784,0.958702266,0.463740408,0.28518346,0.123319581,-0.0217729025,-0.273932427,-0.54526937,-0.946877241,-1.32020819,-1.54169929,-1.90865505,-1.99971521,-2.11540651,-2.08646631,-1.85975266,-1.6659596,-1.62678134,-1.79746795,-2.32426953,-2.21869469,-1.67337537,-0.333150923,0.954742968,1.96935916,2.57283998,2.84210801,2.71579576,2.35552454,1.88122618,1.50556636,1
0.0638871491,-0.108927362,-0.145622805,-0.333957195,-0.509262562,-0.768595457,-1.03734541,-1.18624425,-1.32961512,-1.36397743,-1.27856433,-1.07306504,-0.765201688,-0.4250108,-0.145267799,0.0774772614,0.290359974,0.473549515,0.507375956,0.514035225,0.610203683,0.753726661,0.753022194,0.523364186,0.201067537,-0.0666006505,-0.148643374,-0.0796433911,0.0144721,0.0909086168,0.167621031,0.288924098,0.365977675,0.500158489,0.677526891,0.974053025,1.30255222,1.71634328,2.14050794,2.24796104,2.23305821,1.90308356,1.43310356,1.04982889,0.643585622,0.420473278,0.260876656,0.0915670022,-0.0301555078,-0.258147836,-0.406010658,-0.384230018,-0.267675459,-0.207561821,-0.294031113,-0.48202166,-0.685477555,-0.82285136,-0.823547244,-0.801997602,-0.703634322,-0.613940954,-0.539724231,-0.490434825,-0.42637822,-0.276124299,-0.0638749674,0.165025786,0.464885086,0.685665786,0.792565823,0.835427463,0.888027012,0.881524026,0.731488407,0.526674628,0.328224748,0.0737205669,-0.137243584,-0.408996224,-0.57872206,-0.68796587,-0.787301004,-0.803261459,-0.756931126,-0.618024945,-0.408018947,-0.153790683,0.0942740589,0.333045572,0.52498728,0.642429888,0.68590486,0.580203056,0.434614301,0.336067468,0.35496521,0.375582606,0.260503381,0.066030845,-0.0864820555,-0.0786696598,-0.0148719428,0.0493158363,0.10391482,0.153036192,0.25590995,0.384762973,0.478212446,0.492336631,0.466100276,0.471788377,0.431860834,0.456034005,0.498926729,0.459716111,0.344882548,0.169491664,0.0719653144,-0.020708641,-0.0282690916,-0.0630635172,-0.101629928,-0.146530434,-0.161726281,-0.0751040205,0.042252522,0.0628444776,-0.0854895264,-0.406632334,-0.710026979,-0.904714942,-1.02637184,-1.04382241,-1.08973026,-1.00838435,-0.998170376,-0.910394549,-0.813702345,-0.474603325,-0.181786537,0.172458649,0.275826305,0.468125135,0.395652831,0.406654686,0.232046857,0.122867569,-0.0285477862,-0.190412909,-0.359747201,-0.549157381,-0.667135179,-0.815362871,-0.991316617,-1.32995689,-1.65064466,-1.84607875,-1.76109147,-1.46056581,-0.938714266,-0.510449111,-0.241222054,-0.15697737,-0.142490387,-0.120708942,-0.00777110877,0.068133004,0.130110413,0.195233375,0.250559121,0.284439772,0.34213379,0.432646632,0.517806351,0.556829035,0.530590951,0.504668713,1
